feature,star neighbors
28113,108086 120176 138182 153230
28114,108100 120363 138196 153244
28115,108099 120362 138195 153243
28116,108098 120361 138194 153242
28117,108097 120273 138193 153241
28118,108096 120272 138192 153240
28119,32427 108095 120271 138191 153239
28120,108128 120193 138224 153272
28121,108094 120201 138190 153238
28122,108092 120170 138188 153236
28123,108091 120171 138187 153235
28124,108090 120172 138186 153234
28125,108089 120173 138185 153233
28126,108088 120174 138184 153232
28127,108087 120175 138183 153231
28128,108093 120169 138189 153237
28129,108127 120191 138223 153271
28130,108126 120190 138222 153270
28131,108125 120189 138221 153269
28132,108106 120145 138202 153250
28133,31921 108076 120146 138201 153220
28134,108075 120147 138171 153219
28135,108074 120148 138170 153218
28136,108045 120149 138169 153189
28137,108043 120150 138140 153187
28138,108107 120144 138203 153251
28139,49560 60192 79951 95145 108042 120164 138138 153186
28140,108040 120162 138136 153184
28141,108039 120161 138135 153183
28142,108038 120160 138134 153182
28143,108037 120159 138133 153181
28144,108036 120165 138132 153180
28145,108035 120158 138131 153179
28146,47978 61389 78369 80073 90174 95267 108041 120163 138137 153185
28147,108192 120365 138347 153336
28148,108108 120143 138204 153252
28149,108110 120141 138206 153254
28150,108124 120188 138220 153268
28151,108123 120187 138219 153267
28152,108122 120186 138218 153266
28153,108121 120168 138217 153265
28154,108120 120192 138216 153264
28155,30302 108132 120167 138215 153276
28156,108109 120142 138205 153253
28157,108119 120157 127012 130307 138227 153263 158826
28158,108116 120135 138212 153260
28159,108115 120136 138211 153259
28160,108114 120137 138210 153258
28161,108113 120138 138209 153257
28162,108112 120139 138208 153256
28163,108111 120140 138207 153255
28164,108117 120134 138214 153261
28165,110938 119942 141033 156081
28166,44718 67998 75110 86933 110737 120506 140832 155880
28167,110735 120504 140830 155878
28168,111116 120121 141212 156259
28169,111118 120123 141225 156261
28170,111131 120130 141213 156274
28171,30462 111119 120124 141214 156262
28172,111120 120125 141215 156263
28173,111121 120126 141216 156264
28174,111122 120127 141217 156265
28175,111123 120128 141218 156266
28176,111124 120129 141219 156267
28177,111125 120115 141220 156268
28178,111126 120122 141221 156269
28179,111127 120114 141222 156270
28180,111128 120104 141223 156271
28181,61407 78371 90173 111129 120098 141224 156272
28182,111130 120099 141198 156273
28183,111104 120100 141197 156247
28184,111103 120101 141196 156246
28185,111087 120025 141182 156230
28186,111086 120060 141181 156229
28187,111085 120061 141180 156228
28188,111084 120062 141179 156227
28189,111083 120111 141178 156226
28190,111082 120110 141177 156225
28191,111115 120120 141210 156258
28192,111081 120109 141176 156224
28193,111079 120107 141174 156222
28194,111078 120106 141173 156221
28195,111077 120112 141172 156220
28196,111076 120105 141171 156219
28197,111101 120103 141170 156244
28198,111102 120102 141195 156245
28199,111080 120108 141175 156223
28200,111088 120010 141183 156231
28201,111114 120119 141209 156257
28202,111112 120117 141207 156255
28203,111258 120085 141353 156401
28204,111259 120087 141354 156402
28205,111260 120094 141355 156403
28206,111261 120088 141356 156404
28207,111262 120089 141357 156405
28208,111263 120090 141358 156406
28209,111264 120091 141359 156407
28210,111265 120092 141360 156408
28211,111266 120093 141361 156409
28212,111267 120079 141362 156410
28213,111268 120078 141363 156411
28214,111269 120077 141364 156412
28215,111270 120076 141365 156413
28216,111271 120075 141366 156414
28217,111272 120074 141367 156415
28218,111273 120073 141368 156416
28219,111274 120072 141369 156417
28220,111111 120116 141206 156254
28221,111110 120097 141205 156253
28222,111109 120096 141204 156252
28223,111108 120095 141203 156251
28224,111107 120086 141202 156250
28225,111106 120063 141201 156249
28226,111113 120118 141208 156256
28227,111105 112312 118596 120064 141200 142407 146820 156248
28228,111192 120066 141226 156335
28229,111250 120067 141286 156393
28230,111193 120068 141344 156336
28231,32178 111277 120069 141287 156420
28232,111276 120070 141371 156419
28233,111275 120071 141370 156418
28234,111132 120065 141199 156275
28235,111089 120011 141184 156232
28236,111090 120012 141185 156233
28237,111091 120013 141186 156234
28238,111187 120050 141282 156330
28239,111188 120052 141283 156331
28240,111189 120059 141257 156332
28241,111163 120053 141256 156306
28242,111162 120054 141255 156305
28243,111161 120055 141254 156304
28244,111160 120056 141229 156303
28245,111135 120057 141230 156278
28246,111136 120058 141231 156279
28247,111137 120044 141232 156280
28248,111138 120043 141233 156281
28249,111139 120042 141234 156282
28250,52423 57895 82813 86683 111140 120041 141235 156283
28251,111141 120040 141236 156284
28252,111142 120039 141237 156285
28253,111143 120038 141238 156286
28254,111144 120037 141239 156287
28255,42750 57333 73142 87804 111158 119659 141253 156301
28256,111157 119832 141252 156300
28257,107446 111156 119851 125545 136628 141251 156299 159737
28258,111155 120113 141250 156298
28259,111154 119852 141249 156297
28260,111153 120028 141248 156296
28261,111186 120049 141281 156329
28262,111152 120029 141247 156295
28263,111150 120031 141245 156293
28264,111149 120032 141244 156292
28265,111148 120033 141243 156291
28266,111147 120034 141242 156290
28267,111146 120035 141241 156289
28268,111145 120036 141240 156288
28269,111151 120030 141246 156294
28270,111185 120048 141280 156328
28271,111184 120047 141279 156327
28272,111183 120046 141278 156326
28273,111164 120006 141259 156307
28274,111134 120007 141258 156277
28275,111176 120008 126463 141228 156319
28276,111133 120009 141270 156276
28277,111117 120023 141227 156260
28278,111100 120022 141211 156243
28279,111165 120005 141260 156308
28280,111099 120021 141194 156242
28281,111097 120019 141192 156240
28282,111096 120018 141191 156239
28283,111095 120024 141190 156238
28284,111094 120017 141189 156237
28285,111093 120015 141188 156236
28286,111092 120014 141187 156235
28287,111098 120020 141193 156241
28288,111257 120084 141352 156400
28289,111166 120004 141261 156309
28290,111168 120002 141263 156311
28291,111182 120045 141277 156325
28292,111181 120027 141276 156324
28293,111180 120051 141275 156323
28294,111179 120026 141274 156322
28295,82011 111178 120016 141273 156321
28296,81122 111190 119993 141272 156333
28297,111167 120003 141262 156310
28298,111177 119994 141284 156320
28299,48770 60930 79161 94355 111174 119996 141269 156317
28300,111173 119997 141268 156316
28301,111172 119998 141267 156315
28302,111171 119999 141266 156314
28303,111170 120000 141265 156313
28304,107769 111169 120001 123493 137865 141264 152913 156312
28305,111175 119995 141271 156318
28306,111159 119660 140934 156302
28307,111256 120083 141351 156399
28308,111254 120081 141349 156397
28309,110916 119979 141011 156059
28310,110917 119980 141012 156060
28311,110918 119982 141013 156061
28312,110919 119989 141014 156062
28313,110920 119983 141015 156063
28314,110921 119984 141016 156064
28315,110922 119985 141017 156065
28316,110923 119986 141108 156066
28317,111014 119987 141167 156157
28318,111073 119988 141168 156216
28319,111074 119974 141169 156217
28320,111075 119973 141317 156218
28321,103673 111223 119972 133769 141318 156366
28322,31997 111224 119971 141319 156367
28323,111225 119970 141320 156368
28324,111226 119969 141321 156369
28325,111227 119968 141322 156370
28326,111241 119885 141336 156384
28327,111240 119921 141335 156383
28328,111239 119955 133445 141334 145790 156382
28329,111238 119922 141333 156381
28330,111237 119958 141332 156380
28331,111249 119959 141331 156392
28332,110915 119978 131860 141010 156058
28333,111236 119960 141343 156379
28334,111233 119962 141328 156376
28335,111232 119963 141327 156375
28336,111231 119964 141326 156374
28337,53322 61685 83714 89104 111230 119965 141325 156373
28338,111229 119966 141324 156372
28339,111228 119967 141323 156371
28340,111234 119961 141330 156377
28341,111242 119870 141337 156385
28342,110914 119977 141009 156057
28343,40395 63620 70699 98458 110912 119975 141007 156055
28344,110941 119944 141048 156084
28345,110954 119945 141036 156097
28346,110942 119947 141037 156085
28347,110943 119954 141038 156086
28348,110944 119948 141039 156087
28349,110945 119949 141040 156088
28350,110946 119950 141041 156089
28351,110947 119951 141042 156090
28352,110948 119952 141043 156091
28353,110949 119953 141044 156092
28354,110950 119939 141045 156093
28355,110951 119938 141046 156094
28356,110952 119937 141047 156095
28357,110953 119936 141021 156096
28358,110927 119935 141020 156070
28359,110926 119934 141019 156069
28360,110925 119933 141018 156068
28361,110911 119957 141006 156054
28362,110910 119981 141005 156053
28363,110909 119956 141004 156052
28364,46689 68311 77068 96605 110908 119946 141003 156051
28365,110907 119923 141002 156050
28366,110906 119924 141001 156049
28367,110913 119976 141008 156056
28368,110905 119925 141000 156048
28369,110903 119927 140998 156046
28370,110902 119928 140997 156045
28371,110901 119929 140996 156044
28372,110900 119930 140995 156043
28373,110899 119931 140994 156042
28374,110924 119932 140993 156067
28375,110904 119926 140999 156047
28376,111243 119871 141338 156386
28377,42534 64919 72914 93875 111244 119872 141339 156387
28378,111245 119873 141340 156388
28379,111282 119910 141377 156425
28380,111283 119912 141378 156426
28381,111284 119919 141379 156427
28382,111285 119913 141380 156428
28383,111286 119914 141381 156429
28384,111287 119915 141382 156430
28385,111288 119916 141383 156431
28386,111289 119917 141384 156432
28387,111290 119918 141385 156433
28388,111291 119904 141386 156434
28389,111292 119903 141387 156435
28390,111293 119902 141389 156436
28391,111295 119901 141402 156438
28392,111308 119900 141390 156451
28393,111296 119899 141391 156439
28394,111297 119898 141392 156440
28395,105415 111298 119897 126757 130899 141393 156441 158947
28396,111253 115736 120080 141348 156396
28397,111278 119992 141347 156421
28398,111279 119991 141372 156422
28399,111280 119990 141373 156423
28400,111281 119920 141374 156424
28401,111307 119888 141375 156450
28402,111252 119909 141376 156395
28403,111306 119889 141401 156449
28404,111304 119891 141399 156447
28405,111303 119892 141398 156446
28406,101956 111302 117806 119893 132051 141397 145949 156445
28407,111301 119894 141396 156444
28408,111300 119895 141395 156443
28409,111299 119896 141394 156442
28410,111305 119890 141400 156448
28411,111294 119908 141346 156437
28412,111251 119907 141388 156394
28413,111235 119906 141345 156378
28414,111200 119866 141295 156343
28415,111199 119867 141294 156342
28416,111198 119868 141293 156341
28417,111197 119869 141292 156340
28418,111196 119883 141291 156339
28419,111195 119882 141290 156338
28420,111201 119865 141296 156344
28421,111194 119881 141289 156337
28422,111220 119879 141313 156363
28423,111221 119878 141314 156364
28424,110650 111222 119884 120423 140745 141315 156365
28425,111248 119877 141316 156391
28426,111247 119875 141342 156390
28427,111246 119874 141341 156389
28428,111219 119880 141288 156362
28429,111255 120082 141350 156398
28430,111202 119864 127806 141297 156345
28431,111204 119862 141299 156347
28432,34720 48690 62965 79081 90414 111218 119905 141329 156361
28433,111217 119887 141312 156360
28434,41055 64063 71447 98358 111216 119911 124159 131141 141311 156359 160190
28435,111215 119886 141310 156358
28436,111214 119876 141309 156357
28437,111213 119853 141308 156356
28438,111203 119863 141298 156346
28439,111212 119854 141307 156355
28440,111210 119856 141305 156353
28441,111209 119857 141304 156352
28442,111208 119858 141303 156351
28443,111207 119859 141302 156350
28444,111206 119860 141301 156349
28445,111205 119861 141300 156348
28446,111211 119855 141306 156354
28447,110736 120505 140831 155879
28448,110840 119661 140933 155983
28449,110838 119663 140697 155981
28450,44978 64333 75370 99420 110428 119842 140552 155571
28451,110458 119849 140553 155601
28452,110459 119843 140554 155602
28453,110460 119844 140555 155603
28454,110461 119845 140556 155604
28455,110462 119846 140557 155605
28456,110463 119847 140558 155606
28457,110464 119848 140559 155607
28458,110465 119834 140560 155608
28459,110466 119841 140561 155609
28460,110467 119833 140562 155610
28461,51047 55061 81436 86218 110468 119823 140563 155611
28462,110469 119817 140565 155612
28463,43773 67028 74165 97562 110471 119818 140578 155614
28464,110484 119819 140566 155627
28465,110472 119820 140567 155615
28466,110473 119821 140568 155616
28467,110454 119729 140523 155597
28468,110455 119744 140548 155598
28469,110456 119779 140549 155599
28470,110457 119780 140550 155600
28471,110483 119781 140551 155626
28472,110482 119830 140577 155625
28473,110427 119840 140522 155570
28474,110481 119829 140576 155624
28475,33712 110479 119827 140574 155622
28476,110478 119826 140573 155621
28477,110477 119825 140572 155620
28478,110476 119831 140571 155619
28479,110475 119824 140570 155618
28480,110474 119822 140569 155617
28481,110480 119828 140575 155623
28482,110429 119730 140524 155572
28483,110426 119839 140521 155569
28484,110395 119837 140491 155538
28485,110422 119806 140517 155565
28486,110423 119813 140518 155566
28487,107516 110424 119807 125503 136292 140493 155567 159636
28488,110399 119808 140519 155542
28489,110425 119809 140492 155568
28490,110398 119810 140490 155541
28491,110396 119811 140465 155539
28492,110371 119812 140466 155514
28493,110372 119798 140467 155515
28494,110373 119797 140468 155516
28495,110374 119796 140469 155517
28496,110375 119795 140470 155518
28497,103826 110376 119794 126413 140471 155519
28498,110377 119793 140472 155520
28499,110378 119792 140473 155521
28500,110379 119791 140474 155522
28501,110380 119790 140475 155523
28502,43877 69125 74269 97368 110394 119836 140489 155537
28503,110393 119835 140488 155536
28504,110392 119816 140487 155535
28505,110391 119815 140486 155534
28506,110390 119814 140485 155533
28507,110389 119805 140484 155532
28508,110397 119838 140520 155540
28509,110388 119782 140483 155531
28510,110386 119784 140481 155529
28511,110385 119785 140480 155528
28512,110384 119786 140479 155527
28513,110383 119787 140478 155526
28514,46703 68328 77096 96631 110382 119788 140477 155525
28515,110381 119789 140476 155524
28516,110387 119783 140482 155530
28517,110430 119731 140525 155573
28518,110431 119732 140526 155574
28519,110432 119733 140527 155575
28520,110763 119771 140859 155906
28521,110765 119778 140872 155908
28522,110778 119772 140860 155921
28523,110766 119773 140861 155909
28524,110767 119774 140862 155910
28525,106444 110768 119775 129338 137395 140863 155911 156508
28526,110769 119776 140864 155912
28527,110770 119777 140865 155913
28528,110771 119763 140866 155914
28529,110772 119762 140867 155915
28530,110773 119761 140868 155916
28531,67545 74707 88515 110774 119760 140869 155917
28532,110775 119759 140870 155918
28533,39385 66326 69807 93648 110776 119758 140871 155919
28534,110777 119757 140845 155920
28535,110751 119756 140844 155894
28536,110750 119755 140843 155893
28537,110734 120503 140829 155877
28538,110733 113796 120502 122060 140828 143889 150571 155876
28539,110732 120133 140827 155875
28540,110731 120132 140826 155874
28541,110730 120131 140825 155873
28542,110729 119850 140824 155872
28543,110762 119769 140857 155905
28544,110728 119747 140823 155871
28545,110726 119749 140821 155869
28546,110725 119750 140820 155868
28547,110724 119751 140819 155867
28548,110723 119752 140818 155866
28549,110748 119753 140817 155891
28550,110749 119754 140842 155892
28551,110727 119748 140822 155870
28552,36304 110761 119768 140856 155904
28553,110760 119767 140855 155903
28554,36951 110759 119766 140854 155902
28555,110446 119724 140541 155589
28556,110445 119725 140540 155588
28557,110444 119726 140539 155587
28558,110443 119727 140538 155586
28559,110442 119728 140537 155585
28560,81257 91161 110441 119742 140536 155584
28561,110447 119723 140542 155590
28562,110440 119741 140535 155583
28563,110438 119739 140533 155581
28564,110437 119738 140532 155580
28565,110436 119737 140531 155579
28566,110435 119743 140530 155578
28567,110434 119736 140529 155577
28568,51187 54496 81576 110433 119734 140528 155576
28569,110439 119740 140534 155582
28570,110421 119804 140516 155564
28571,110448 119722 140543 155591
28572,110450 119720 140545 155593
28573,110758 119765 140853 155901
28574,110757 119764 140852 155900
28575,110756 119746 140851 155899
28576,110755 119770 140850 155898
28577,110754 119745 140849 155897
28578,110753 119735 140848 155896
28579,110449 119721 140544 155592
28580,110752 119712 140847 155895
28581,110779 119714 140699 155922
28582,110604 119715 140873 155747
28583,110544 119716 140698 155687
28584,110453 119717 140638 155596
28585,110452 119718 140547 155595
28586,110451 119719 140546 155594
28587,110605 119713 140846 155748
28588,110839 119662 140932 155982
28589,110420 119803 140515 155563
28590,110418 119801 140513 155561
28591,110492 119699 140587 155635
28592,110493 119701 140588 155636
28593,110494 119708 140589 155637
28594,110495 119702 140590 155638
28595,40117 66099 70510 93582 110496 119703 140591 155639
28596,34588 110497 119704 140592 155640
28597,110498 119705 140593 155641
28598,110499 119706 140594 155642
28599,110500 119707 140595 155643
28600,110501 119693 140596 155644
28601,110502 119692 140597 155645
28602,110503 119691 140598 155646
28603,110504 119690 140599 155647
28604,110505 119689 140600 155648
28605,110506 119688 140601 155649
28606,110507 119687 140602 155650
28607,110508 119686 140603 155651
28608,110581 119589 140676 155724
28609,110580 110925 119604 119933 140675 141018 155723 156068
28610,110579 119640 140674 155722
28611,110578 119674 140673 155721
28612,110577 119641 140672 155720
28613,110576 119677 140671 155719
28614,110491 119698 140586 155634
28615,110546 119678 140670 155689
28616,110545 119680 140682 155688
28617,110529 119681 140639 155672
28618,110512 119682 140623 155655
28619,110511 119683 140606 155654
28620,110510 119684 140605 155653
28621,110509 119685 140604 155652
28622,110588 119679 140640 155731
28623,110582 119590 140677 155725
28624,84404 110490 119697 140585 155633
28625,110488 119695 140583 155631
28626,49043 60529 79434 94628 110603 119664 140611 155746
28627,110517 119666 140612 155660
28628,110518 119673 137329 140613 155661
28629,110519 119667 140614 155662
28630,110520 119668 140615 155663
28631,110521 119669 140616 155664
28632,110522 119670 140617 155665
28633,110523 119671 140618 155666
28634,110524 119672 140619 155667
28635,53824 54777 84214 90622 110525 119658 140620 155668
28636,110526 119657 140621 155669
28637,30358 110527 119656 140622 155670
28638,110528 119655 140624 155671
28639,110530 119654 140637 155673
28640,110543 119653 140625 155686
28641,110531 119652 140626 155674
28642,112048 115074 142142 151201
28643,101582 110513 119694 127564 134087 140582 147556 155656
28644,110514 119676 140607 155657
28645,110515 119700 140608 155658
28646,110516 119675 140609 155659
28647,110542 119665 140610 155685
28648,110541 119642 140636 155684
28649,110489 119696 140584 155632
28650,110540 119643 140635 155683
28651,110538 119645 140633 155681
28652,110537 119646 140632 155680
28653,110536 119647 140631 155679
28654,110535 119648 140630 155678
28655,110534 119649 140629 155677
28656,110533 119650 140628 155676
28657,110539 119644 140634 155682
28658,110583 119591 140678 155726
28659,110584 119592 140679 155727
28660,110585 119593 140680 155728
28661,110563 119631 140658 155706
28662,110564 119638 140659 155707
28663,110565 119632 140660 155708
28664,110566 119633 140661 155709
28665,110567 119634 140662 155710
28666,110568 119635 140663 155711
28667,110569 119636 140664 155712
28668,110570 119637 140665 155713
28669,110571 119623 140581 155714
28670,110487 119622 140580 155630
28671,110486 119621 140579 155629
28672,110485 119620 140564 155628
28673,110470 119619 140494 155613
28674,41157 56816 71549 87986 110400 119618 140495 155543
28675,110401 119617 140496 155544
28676,110402 119616 140497 155545
28677,110403 119615 140498 155546
28678,110417 119800 140512 155560
28679,110416 119799 140511 155559
28680,110415 119711 140510 155558
28681,110414 119710 140509 155557
28682,110413 119709 140508 155556
28683,110412 119639 140507 155555
28684,110562 119629 140657 155705
28685,110411 119607 140506 155554
28686,110409 119609 140504 155552
28687,110408 119610 140503 155551
28688,110407 119611 140502 155550
28689,110406 119612 140501 155549
28690,110405 119613 140500 155548
28691,110404 119614 140499 155547
28692,110410 119608 140505 155553
28693,110561 119628 140656 155704
28694,110560 119627 140655 155703
28695,111310 119626 140654 155702
28696,110599 119584 140694 155742
28697,110598 119585 140693 155741
28698,110597 119586 140692 155740
28699,101644 110596 119587 134584 140691 147729 155739
28700,110595 119588 140690 155738
28701,110594 119602 140689 155737
28702,110600 119583 140695 155743
28703,103838 110593 119601 140688 155736
28704,110591 119599 140686 155734
28705,33429 110590 119598 140685 155733
28706,110602 119597 140684 155745
28707,110589 119603 140696 155732
28708,110587 119596 140683 155730
28709,110586 119594 140681 155729
28710,110592 119600 140687 155735
28711,110419 119802 140514 155562
28712,110601 119582 140669 155744
28713,37152 110574 119580 140667 155717
28714,110558 119625 140653 155701
28715,110557 119624 129227 140652 155700
28716,110556 119606 140651 155699
28717,32148 110555 119630 140650 155698
28718,110554 119605 140649 155697
28719,110553 119595 140648 155696
28720,110575 119581 140668 155718
28721,110552 119572 140647 155695
28722,110550 119574 140645 155693
28723,110549 119575 140644 155692
28724,110548 119576 140643 155691
28725,110547 119577 140642 155690
28726,110572 119578 140641 155715
28727,48247 61182 78639 89076 110573 119579 140666 155716
28728,110551 119573 140646 155694
28729,113556 116573 143650 149838
28730,113557 116574 143651 149839
28731,113558 116575 143652 149840
28732,114486 117024 144579 152618
28733,114570 117023 144663 152619
28734,114569 117022 144662 152620
28735,114568 117021 144661 152621
28736,114567 117002 144660 152622
28737,114566 117001 144659 152623
28738,114565 117000 144658 152624
28739,114564 116991 144657 152625
28740,114563 116968 144656 152626
28741,114562 116969 144655 152627
28742,114561 116970 144654 152628
28743,114560 116971 144653 152629
28744,114559 116972 144652 152603
28745,114558 116973 144651 152602
28746,114557 116974 144650 152601
28747,47809 61596 78200 88978 114556 116975 144649 152600
28748,114555 116976 144648 152575
28749,114554 116977 144647 152576
28750,114553 116978 144646 152577
28751,38237 114543 117025 144578 152630
28752,114485 117026 144577 152617
28753,114425 117028 144562 152615
28754,114398 117035 144492 152614
28755,114418 117012 144512 152299
28756,114417 117011 144511 152300
28757,37705 114416 117017 144510 152301
28758,114415 117010 144509 152302
28759,114414 117008 144508 152303
28760,114413 117007 144507 152304
28761,114412 117006 118510 142528 144506 146228 152395
28762,114424 117005 144505 152454
28763,114411 117004 144504 152455
28764,51798 57938 86476 114552 116979 144645 152578
28765,114409 117003 144503 152456
28766,114407 117019 144501 152605
28767,114406 117027 144500 152606
28768,114405 117020 144499 152607
28769,114404 117034 144498 152608
28770,114403 117033 144497 152609
28771,114402 117032 144496 152610
28772,114401 117031 144495 152611
28773,114400 117030 144494 152612
28774,114399 117029 144493 152613
28775,114408 117009 144502 152604
28776,114419 117013 144513 152298
28777,114551 116980 144644 152579
28778,39507 65913 69871 98669 114549 116982 144642 152581
28779,49601 60388 95186 114583 116797 144676 152665
28780,114582 116798 144675 152666
28781,114581 116799 144674 152667
28782,114580 116800 144673 152668
28783,114579 116801 144672 152669
28784,114578 116802 144671 152670
28785,114577 116803 144670 152671
28786,114576 116804 144669 152672
28787,114575 116805 144668 152673
28788,114545 116806 144638 152674
28789,114587 116807 144680 152676
28790,114544 116808 144637 152689
28791,114528 116809 144621 152677
28792,114511 116823 144604 152678
28793,114510 116822 144603 152679
28794,31104 114509 116821 144602 152680
28795,114508 116820 144601 152681
28796,114507 116819 144600 152682
28797,114506 116818 144599 152683
28798,36503 114584 116796 144677 152664
28799,114585 116795 144678 152663
28800,114586 116794 144679 152633
28801,44156 67865 74548 87155 114588 116793 144681 152675
28802,114548 116983 144641 152582
28803,51927 58333 82317 84922 114547 116984 144640 152583
28804,114546 116998 144639 152584
28805,114571 116997 144664 152585
28806,114572 116996 144665 152586
28807,114573 116995 144666 152587
28808,100391 114574 116994 127733 134279 144667 147983 152588
28809,114600 116993 144693 152589
28810,114599 116999 144692 152590
28811,114550 116981 144643 152580
28812,114598 116992 144691 152591
28813,114596 116989 144689 152593
28814,114595 116988 144688 152594
28815,114594 116987 144687 152595
28816,114593 116986 144686 152596
28817,114592 116985 144685 152597
28818,114591 116897 144684 152598
28819,114590 116896 144683 152599
28820,114589 116895 144682 152616
28821,114601 116825 144694 152632
28822,114597 116990 144690 152592
28823,114420 117014 144514 152297
28824,114421 117015 144515 152296
28825,114422 117016 144516 152295
28826,114430 116936 144524 152229
28827,114429 116937 144523 152230
28828,114428 116938 144522 152231
28829,114453 116939 144521 152232
28830,114454 116940 144546 152233
28831,114455 116941 144547 152234
28832,114456 116942 144548 152235
28833,114482 116943 144549 152236
28834,106323 114481 116944 128983 137516 144575 152237 158008
28835,114480 116945 144574 152238
28836,114479 116946 144573 152239
28837,114478 116947 144572 152240
28838,114477 116948 144571 152241
28839,114476 116949 144570 152242
28840,114475 116963 144569 152243
28841,114474 116962 144568 152244
28842,114473 116961 144567 152245
28843,114472 116960 144566 152246
28844,114471 116959 144565 152248
28845,114431 116935 144525 152228
28846,114432 116934 144526 152227
28847,114433 116933 144527 152226
28848,114434 116195 144528 152225
28849,113191 115434 143284 152263
28850,113811 115435 143285 152264
28851,113193 115436 143286 152265
28852,114452 115437 144545 152266
28853,114451 115451 144544 152267
28854,114449 115450 144543 152268
28855,114448 115449 144542 152269
28856,114447 115448 144541 152270
28857,114446 115447 144540 152271
28858,114483 116958 144564 152277
28859,114445 115446 144539 152272
28860,114443 115445 144537 152274
28861,114442 115443 144536 152275
28862,32125 114441 115439 144535 152250
28863,114440 115438 144534 152276
28864,114439 115440 144533 152249
28865,114438 115442 144532 152247
28866,41861 72253 114437 115810 144531 152222
28867,114436 116193 144530 152223
28868,114435 117177 144529 152224
28869,114444 115452 144538 152273
28870,114470 116964 144576 152278
28871,49507 60024 79871 95092 114468 116957 144563 152279
28872,114467 116955 144561 152309
28873,114383 116913 144478 152334
28874,114382 116914 144477 152308
28875,114381 116928 144476 152307
28876,114380 116927 144475 152306
28877,110251 114379 116926 120714 140344 144474 152305 155394
28878,114378 116925 144473 152280
28879,114377 116924 144472 152281
28880,114376 116923 144471 152282
28881,114375 116929 144470 152283
28882,114384 116912 144479 152333
28883,114374 116922 144469 152284
28884,114372 116919 144467 152286
28885,114371 116918 144466 152287
28886,114370 116917 144465 152288
28887,46221 68946 76613 98050 114369 116916 144464 152289
28888,114394 116915 144463 152290
28889,114395 116930 144488 152291
28890,55419 86098 114396 116965 144490 152292
28891,114397 116966 144517 152293
28892,114423 116967 144491 152294
28893,114373 116920 144468 152285
28894,114505 116824 144598 152684
28895,114385 116911 144480 152332
28896,114387 116909 144482 152330
28897,114466 116954 144560 152310
28898,114465 116953 144559 152311
28899,35492 114464 116952 144558 152312
28900,52269 58101 82646 85898 114463 116951 144557 152313
28901,114462 116950 144556 152314
28902,114461 116932 144555 152315
28903,114460 116956 144554 152316
28904,114459 116931 144553 152317
28905,114458 116921 144552 152318
28906,114386 116910 144481 152331
28907,114457 116898 144551 152319
28908,114469 116900 144520 152322
28909,114426 116901 144519 152335
28910,114410 116902 144518 152323
28911,114393 116903 144489 152324
28912,114392 116904 144487 152325
28913,114391 116905 144486 152326
28914,114390 116906 144485 152327
28915,114389 116907 144484 152328
28916,114388 116908 144483 152329
28917,114427 116899 144550 152320
28918,112250 115433 143166 152262
28919,114504 116817 144597 152685
28920,114502 116814 144595 152687
28921,114148 117221 144241 152544
28922,114147 117222 144240 152543
28923,114146 117223 144239 152542
28924,35279 114145 117224 144238 152541
28925,114144 117225 144237 152516
28926,114143 117226 144236 152517
28927,43558 69226 74007 97330 114142 117227 144235 152518
28928,114141 117228 144234 152519
28929,114140 117229 144233 152520
28930,114139 117230 144232 152521
28931,76490 114138 117231 144231 152522
28932,114137 117245 144230 152523
28933,114136 117244 144229 152524
28934,114135 117243 144228 152525
28935,114134 117242 144253 152526
28936,114159 117241 144255 152527
28937,114161 117240 144282 152528
28938,114188 117246 144256 152529
28939,114162 117239 144281 152530
28940,114149 117220 144242 152570
28941,114150 117219 144243 152569
28942,114151 117218 144244 152568
28943,46963 62713 77354 92548 106007 114152 117217 125133 135951 144245 152567
28944,38656 114230 116858 144323 152547
28945,114229 116857 144322 152548
28946,114228 116856 144321 152549
28947,114227 116855 144320 152550
28948,114226 116854 144319 152551
28949,114225 116853 144318 152552
28950,114224 116859 144317 152553
28951,114223 116852 144316 152554
28952,114222 116850 144315 152555
28953,114187 117237 144280 152531
28954,114221 116849 144285 152556
28955,114190 116847 144283 152571
28956,114189 116846 144254 152559
28957,114160 116845 144252 152560
28958,114158 117018 144251 152561
28959,114157 117036 144250 152562
28960,114156 117037 144249 152563
28961,114155 117038 144248 152564
28962,37784 114154 117215 144247 152565
28963,114153 117216 144246 152566
28964,114191 116848 144284 152558
28965,36634 114231 116844 144324 152546
28966,114186 117236 144279 152532
28967,114184 117234 144277 152534
28968,31978 114250 117209 144428 151912
28969,52836 56006 83256 91580 114334 117208 144427 151913
28970,114333 117207 144426 151914
28971,114332 117206 144425 151915
28972,114331 117205 144424 151916
28973,114330 117211 144423 151917
28974,114329 117204 144422 151918
28975,114328 117202 144421 151919
28976,114327 117201 144420 151920
28977,114326 117200 144419 151921
28978,114325 117199 144418 151922
28979,114324 117198 144417 151923
28980,106926 114323 117197 124206 131260 140337 144416 151897 155385 159754
28981,114322 117212 144415 151896
28982,114321 117247 144414 151895
28983,114320 117248 144413 151894
28984,102780 114319 117249 119285 132877 144412 145595 151869
28985,111971 114318 117298 144411 151870 152367
28986,114317 117297 144410 151871
28987,114249 117210 144344 151924
28988,114248 117196 144343 151911
